,編號,名稱,車輛數,可借,行政區,日期,地址,可還,狀態
915,500110018,YouBike2.0_捷運小巨蛋站(2號出口),26,4,松山區,2023-05-27 15:37:14,南京東路四段6號(前),22,1
917,500110020,YouBike2.0_民生國小(敦化北路199巷),20,0,松山區,2023-05-27 15:47:04,敦化北路199巷15號(旁),19,1
919,500110022,YouBike2.0_民權運動公園,21,5,松山區,2023-05-27 15:46:15,民權東路四段/新中街口(西南側),16,1
920,500110023,YouBike2.0_新東公園,36,5,松山區,2023-05-27 15:48:15,民生東路五段/塔悠路口(西南側),31,1
921,500110024,YouBike2.0_民生光復路口,31,4,松山區,2023-05-27 15:46:15,光復北路266號(前),26,1
922,500110025,YouBike2.0_三民公園,22,5,松山區,2023-05-27 15:42:14,撫遠街298號對側公園,17,1
923,500110026,YouBike2.0_八德路三段74巷口,17,3,松山區,2023-05-27 15:46:15,八德路三段74巷95號南側,14,1
924,500110027,YouBike2.0_八德路三段8巷口,15,1,松山區,2023-05-27 15:07:14,市民大道四段123號,14,1
925,500110028,YouBike2.0_三軍總醫院(松山分院),44,2,松山區,2023-05-27 15:37:14,光復北路/光復北路190巷口(東南側),41,1
926,500110029,YouBike2.0_平安新城,16,1,松山區,2023-05-27 15:46:15,延壽街356巷/延壽街330巷16弄(東北側),15,1
927,500110030,YouBike2.0_健康社會住宅,20,0,松山區,2023-05-27 15:49:15,健康路305號(前),18,1
929,500110032,YouBike2.0_市民東興路口,25,2,松山區,2023-05-27 15:49:15,東興路33號南側,22,1
930,500110033,YouBike2.0_光復南路22巷口,29,2,松山區,2023-05-27 15:49:15,光復南路19號西側,26,1
931,500110034,YouBike2.0_光復南路58巷,12,1,松山區,2023-05-27 15:45:16,光復南路58巷11號東側,8,1
932,500110035,YouBike2.0_松山新城,14,4,松山區,2023-05-27 15:49:15,健康路78號(對面),10,1
933,500110036,YouBike2.0_內政部營建署,33,3,松山區,2023-05-27 15:44:14,八德路二段342號(前),30,1
935,500110038,YouBike2.0_民生立體停車場,20,1,松山區,2023-05-27 15:47:14,民生東路五段84號前,18,1
936,500110039,YouBike2.0_健康新城,35,2,松山區,2023-05-27 15:47:14,健康路179號前,30,1
938,500110041,YouBike2.0_復盛公園,20,0,松山區,2023-05-27 15:49:15,八德路四段106巷/八德路四段106巷6弄口(東側),19,1
940,500110043,YouBike2.0_捷運南京復興站(7號出口),15,3,松山區,2023-05-27 15:46:15,慶城街1號(東南側),12,1
943,500110046,YouBike2.0_臺北田徑場,42,5,松山區,2023-05-27 15:48:15,敦化北路/八德路三段(東北側),36,1
947,500110050,YouBike2.0_捷運松山站(2號出口),14,2,松山區,2023-05-27 15:41:16,八德路四段685號前,12,1
949,500110052,YouBike2.0_南京東路五段59巷口,11,0,松山區,2023-05-27 15:30:32,南京東路五段57號(前),11,1
950,500110053,YouBike2.0_三民公園(塔悠路),20,1,松山區,2023-05-27 15:32:14,塔悠路/撫遠街261巷(西側),19,1
952,500110055,YouBike2.0_西松公園,11,1,松山區,2023-05-27 15:47:14,健康路/南京東路五段251巷50弄(西側),9,1
953,500110056,YouBike2.0_長壽公園,15,5,松山區,2023-05-27 15:47:14,健康路174號(旁),10,1
954,500110057,YouBike2.0_復源公園,14,1,松山區,2023-05-27 15:43:04,八德路三段106巷62號(對面),11,1
957,500110060,YouBike2.0_西松高中(健康路325巷),31,0,松山區,2023-05-27 15:47:04,健康路325巷 / 健康路325巷12弄口(東北側),31,1
958,500110061,YouBike2.0_南京東興路口,20,5,松山區,2023-05-27 15:47:14,南京東路五段 / 東興路口(北側),15,1
962,500110065,YouBike2.0_敦化八德路口,20,1,松山區,2023-05-27 15:42:14,敦化南路一段/八德路二段(西南側),19,1
963,500110066,YouBike2.0_新東街51巷口,23,2,松山區,2023-05-27 15:48:15,三民路 / 新東街51巷口(東側),21,1
964,500110067,YouBike2.0_八德立體停車場,16,2,松山區,2023-05-27 15:46:15,八德路/松信路(西南側),14,1
965,500110068,YouBike2.0_長春慶城街口,16,3,松山區,2023-05-27 15:45:16,長春路431號前,13,1
966,500110069,YouBike2.0_八德路四段652巷口,20,6,松山區,2023-05-27 15:45:16,八德路四段650號南側,14,1
967,500110070,YouBike2.0_捷運松山站(1號出口),15,0,松山區,2023-05-27 15:48:15,八德路四段711號前,13,1
968,500110071,YouBike2.0_捷運小巨蛋站(3號出口),15,5,松山區,2023-05-27 15:46:15,南京東路四段12號前,10,1
969,500110072,YouBike2.0_捷運小巨蛋站(5號出口)_1,20,1,松山區,2023-05-27 15:49:04,南京東路四段/健康路(西北側),17,1
970,500110073,YouBike2.0_敦化北路155巷口,30,1,松山區,2023-05-27 15:28:04,敦化北路151號前分隔島,29,1
971,500110074,YouBike2.0_民生復興路口,17,2,松山區,2023-05-27 15:46:15,民生東路三段/復興北路(東南側),15,1
972,500110076,YouBike2.0_市民延吉街口,30,2,松山區,2023-05-27 15:40:22,市民大道/延吉街(市民大道橋下空地),26,1
973,500110077,YouBike2.0_龍城市場,15,6,松山區,2023-05-27 15:45:16,光復北路190巷35號對側,8,1
974,500110078,YouBike2.0_捷運南京三民站(3號出口),29,4,松山區,2023-05-27 15:48:15,捷運南京三民站(3號出口),25,1
976,500110080,YouBike2.0_五常街370巷,11,3,松山區,2023-05-27 15:34:14,五常街370巷8號,8,1
978,500111002,YouBike2.0_南港公園(福德街),32,5,南港區,2023-05-27 15:47:14,福德街383號北側,27,1
980,500111004,YouBike2.0_忠孝東路六段225巷口,35,2,南港區,2023-05-27 15:43:16,忠孝東路六段219號,33,1
982,500111006,YouBike2.0_合樂公園,15,4,南港區,2023-05-27 15:49:15,玉成街46號東側,11,1
983,500111007,YouBike2.0_合心廣場,38,0,南港區,2023-05-27 15:48:15,忠孝東路六段17號東北側,38,1
984,500111008,YouBike2.0_成德國中,26,2,南港區,2023-05-27 15:42:14,東新街118巷15號南側,23,1
985,500111009,YouBike2.0_玉成公園,26,3,南港區,2023-05-27 15:48:15,玉成街247號對側,23,1
988,500111012,YouBike2.0_國家生技園區,30,0,南港區,2023-05-27 15:48:15,研究院路一段130巷99號(國家生技園區),29,1
990,500111014,YouBike2.0_中研公園,40,2,南港區,2023-05-27 15:41:16,研究院路二段12巷58弄9號西側,38,1
991,500111015,YouBike2.0_福山公園,20,3,南港區,2023-05-27 15:36:15,福山街44巷27號東南側,17,1
993,500111017,YouBike2.0_凌雲市場,20,1,南港區,2023-05-27 15:46:04,研究院路三段68巷9號北側,19,1
994,500111018,YouBike2.0_市民大道八段532號,15,5,南港區,2023-05-27 15:13:15,市民大道八段532號北側,10,1
995,500111019,YouBike2.0_捷運南港軟體園區(2號出口),34,3,南港區,2023-05-27 15:42:14,經貿二路183號(2號出口),31,1
996,500111020,YouBike2.0_南港國小,30,5,南港區,2023-05-27 15:11:16,惠民街67號東南側,25,1
997,500111021,YouBike2.0_興中立體停車場(興中路),26,0,南港區,2023-05-27 15:48:15,興中路44巷1號東側,26,1
998,500111022,YouBike2.0_臺北市立圖書館南港分館,40,6,南港區,2023-05-27 15:47:14,南港路一段350號,34,1
1000,500111024,YouBike2.0_向陽南港路口,21,1,南港區,2023-05-27 15:34:14,向陽路49號北側,19,1
1004,500111028,YouBike2.0_東新國小,22,3,南港區,2023-05-27 15:44:15,東明街68號北側,18,1
1005,500111029,YouBike2.0_中華科技大學,20,3,南港區,2023-05-27 15:49:15,研究院路三段246號東側,17,1
1006,500111030,YouBike2.0_六福公園,19,2,南港區,2023-05-27 15:30:44,研究院路二段35巷23弄25號北側,17,1
1007,500111031,YouBike2.0_南港加壓站,24,1,南港區,2023-05-27 15:48:15,研究院路二段3巷1號西側,23,1
1008,500111032,YouBike2.0_臺北流行音樂中心(南港路),21,4,南港區,2023-05-27 15:44:15,南港路二段200-1號南側,17,1
1009,500111033,YouBike2.0_興南公園,26,4,南港區,2023-05-27 15:18:15,重陽路269號南側,22,1
1012,500111036,YouBike2.0_忠孝東路七段527巷口,15,4,南港區,2023-05-27 15:47:14,忠孝東路七段552號,11,1
1014,500111038,YouBike2.0_世貿公園,35,1,南港區,2023-05-27 15:47:14,經貿二路188-1號,33,1
1015,500111039,YouBike2.0_凌雲五村(研究院路三段8巷),26,0,南港區,2023-05-27 15:23:04,研究院路三段10巷1號東側,26,1
1016,500111040,YouBike2.0_新新公園(昆陽街60巷),20,0,南港區,2023-05-27 15:03:04,南港路三段47巷8號南側,20,1
1017,500111041,YouBike2.0_南港高中(昆陽街),14,2,南港區,2023-05-27 15:43:16,昆陽街58號東側,11,1
1018,500111042,YouBike2.0_南港路三段290巷口,20,2,南港區,2023-05-27 15:45:16,南港路三段314巷20號,18,1
1019,500111043,YouBike2.0_南港路三段220巷口,25,2,南港區,2023-05-27 15:48:15,南港路三段133號,22,1
1021,500111045,YouBike2.0_八德中坡路口,26,5,南港區,2023-05-27 15:48:15,八德路四段873號,21,1
1022,500111046,YouBike2.0_捷運後山埤站(3號出口),12,0,南港區,2023-05-15 07:23:15,玉成街150號,12,0
1023,500111047,YouBike2.0_玉成公園運動中心,15,0,南港區,2023-05-27 15:37:04,中坡南路19號,15,1
1024,500111048,YouBike2.0_百福公園,18,1,南港區,2023-05-27 15:31:15,福德街309巷7號南側,16,1
1026,500111050,YouBike2.0_園區重陽路口,13,0,南港區,2023-05-27 15:42:04,重陽路458號西側,13,1
1028,500111052,YouBike2.0_胡適公園,20,1,南港區,2023-05-27 14:23:15,研究院路二段/研究院路二段132巷北側,19,1
1030,500111054,YouBike2.0_經貿公園,20,2,南港區,2023-05-27 15:21:17,經園街58號北側,18,1
1031,500111055,YouBike2.0_育成高中,20,2,南港區,2023-05-27 15:49:15,惠民街71號西側,18,1
1033,500111057,YouBike2.0_力行橋(南港),18,1,南港區,2023-05-27 15:21:17,研究院路一段101巷16弄2號南側,17,1
1034,500111058,YouBike2.0_舊莊國小(舊莊街一段),15,0,南港區,2023-05-27 14:14:04,舊莊街一段/舊莊街一段145巷口,15,1
1035,500111059,YouBike2.0_向陽公園,17,4,南港區,2023-05-27 15:39:14,成功路一段76號對側,13,1
1036,500111060,YouBike2.0_小彎社會住宅,51,6,南港區,2023-05-27 15:44:15,向陽路258巷/重陽路39巷口(西南側),45,1
1037,500111061,YouBike2.0_捷運南港展覽館站(6號出口),25,6,南港區,2023-05-27 15:05:16,南港路一段28號旁,19,1
1042,500111066,YouBike2.0_昆陽公園,14,0,南港區,2023-05-27 14:46:04,昆陽街173號對側,14,1
1043,500111067,YouBike2.0_南港路二段178巷口,18,1,南港區,2023-05-27 15:38:15,南港路二段 / 南港路二段178巷口(北側),16,1
1046,500111070,YouBike2.0_玉成公園(成福路178巷口),18,0,南港區,2023-05-27 15:49:15,成福路178巷8號對側,16,1
1047,500111071,YouBike2.0_玉東公園(東新街),14,3,南港區,2023-05-27 15:38:15,東新街/市民大道七段(北側),11,1
1049,500111073,YouBike2.0_成福路197巷口,15,0,南港區,2023-05-27 15:01:04,成福路197巷/成福路,15,1
1050,500111074,YouBike2.0_南港疏散門(基三號疏散門),15,4,南港區,2023-05-27 15:40:22,松河街398號對側,11,1
1052,500111076,YouBike2.0_南港展覽館2館,18,0,南港區,2023-05-27 14:17:24,經貿二路/南港路一段(西北側),18,1
1053,500111077,YouBike2.0_舊莊派出所,15,2,南港區,2023-05-27 15:40:22,舊莊街一段/舊莊街一段215巷,13,1
1054,500111078,YouBike2.0_南港路三段80巷,15,3,南港區,2023-05-27 14:52:16,南港路三段/南港路三段80巷,12,1
1056,500111080,YouBike2.0_忠孝東路六段278巷口,14,0,南港區,2023-05-27 15:37:04,忠孝東路/忠孝東路六段278巷,14,1
1057,500111081,YouBike2.0_中研院人文社會科學館,20,6,南港區,2023-05-27 13:50:20,研究院路二段128號(人文社會科學館),14,1
1058,500111082,YouBike2.0_南港路三段130巷口,12,3,南港區,2023-05-27 15:39:15,松河街380號對側,9,1
1060,500111084,YouBike2.0_忠孝東路六段212巷口,15,4,南港區,2023-05-27 15:45:16,忠孝東路六段226號前,10,1
1061,500111085,YouBike2.0_新富公園,13,2,南港區,2023-05-27 15:10:22,富康街47巷2號對側,11,1
1063,500111113,YouBike2.0_內湖機廠(港東街),15,5,南港區,2023-05-27 15:28:15,經貿一路77號(港東街),10,1
1065,500112002,YouBike2.0_基隆路二段159巷口,14,3,信義區,2023-05-27 15:46:15,基隆路二段155號,8,1
1066,500112003,YouBike2.0_嘉興街175巷口,16,2,信義區,2023-05-27 15:45:16,基隆路二段131-4號(前),13,1
1071,500112008,YouBike2.0_三興公園,31,2,信義區,2023-05-27 15:42:14,吳興街118巷35弄28號前方(三興公園),29,1
1073,500112010,YouBike2.0_捷運象山站(2號出口),31,6,信義區,2023-05-27 15:48:15,信義路五段128號東側,19,1
1075,500112012,YouBike2.0_松仁路253巷3弄,26,1,信義區,2023-05-27 15:49:15,松仁路215巷6號,24,1
1077,500112014,YouBike2.0_捷運象山站(1號出口),24,4,信義區,2023-05-27 15:41:16,信義路5段152號(1號出口),19,1
1079,500112016,YouBike2.0_中全公園,17,3,信義區,2023-05-27 15:42:14,虎林街164巷54號北側,14,1
1080,500112017,YouBike2.0_台北市災害應變中心,45,3,信義區,2023-05-27 15:43:16,莊敬路391巷11弄2號(東北側),41,1
1083,500112020,YouBike2.0_景新公園,17,2,信義區,2023-05-27 15:47:14,莊敬路239巷12號(對面),15,1
1084,500112021,YouBike2.0_光復信義路口東南側,16,2,信義區,2023-05-27 15:46:15,光復南路485號前方,13,1
1085,500112022,YouBike2.0_三張犁,40,1,信義區,2023-05-27 15:49:15,光復南路455號前方,35,1
1086,500112023,YouBike2.0_仁愛路四段496巷口,34,1,信義區,2023-05-27 15:44:15,仁愛路四段與仁愛路四段496巷口西南側,32,1
1088,500112025,YouBike2.0_松友公園,27,3,信義區,2023-05-27 15:48:15,信義路六段76巷2弄22號(對面),23,1
1089,500112026,YouBike2.0_林口公園,41,3,信義區,2023-05-27 15:49:15,林口街82號(對面),38,1
1090,500112027,YouBike2.0_松山家商,25,5,信義區,2023-05-27 15:35:15,松山路655號(前),20,1
1091,500112028,YouBike2.0_永春陂濕地公園,23,6,信義區,2023-05-27 15:45:16,松山路721號(對面),16,1
1096,500112033,YouBike2.0_市民廣場,30,2,信義區,2023-05-27 15:41:16,市府路/松壽路(西北側),28,1
1099,500112037,YouBike2.0_春光公園,30,2,信義區,2023-05-27 15:44:15,林口街230號(斜對面),27,1
1102,500112040,YouBike2.0_福德公園,35,3,信義區,2023-05-27 15:48:15,大道路與大道路145巷口,31,1
1105,500112044,YouBike2.0_福祥公園,19,2,信義區,2023-05-27 15:45:16,松隆路99號西南側,17,1
1107,500112046,YouBike2.0_泰和公園,34,0,信義區,2023-05-27 15:44:04,吳興街600巷81號西側,33,1
1108,500112047,YouBike2.0_興雅國小(基隆路一段37巷),15,3,信義區,2023-05-27 15:22:14,基隆路一段83巷9號西側,10,1
1109,500112048,YouBike2.0_雅祥公園(松信路50巷口),12,2,信義區,2023-05-27 15:33:15,松信路61號西側,10,1
1111,500112050,YouBike2.0_五常公園,19,2,信義區,2023-05-27 15:48:15,松隆路161號對側,15,1
1113,500112052,YouBike2.0_三興國小,22,3,信義區,2023-05-27 15:49:15,基隆路二段99-1號(前),19,1
1114,500112053,YouBike2.0_市民松信路口,20,1,信義區,2023-05-27 15:49:15,市民大道六段/松信路口(西側),17,1
1116,500112055,YouBike2.0_基隆光復路口,17,1,信義區,2023-05-27 15:42:04,基隆路二段/光復南路(東北側),16,1
1118,500112057,YouBike2.0_泰和里民活動中心,18,3,信義區,2023-05-27 15:44:15,松仁路308巷60號,14,1
1119,500112058,YouBike2.0_捷運後山埤站(2號出口),22,4,信義區,2023-05-27 15:49:15,忠孝東路五段800號,18,1
1120,500112059,YouBike2.0_虎林永吉路口,15,2,信義區,2023-05-27 15:43:16,永吉路356號東側,12,1
1122,500112061,YouBike2.0_永吉路321巷口,15,2,信義區,2023-05-27 15:49:15,永吉路323號西側,13,1
1123,500112062,YouBike2.0_松山永吉路口,20,1,信義區,2023-05-27 15:41:16,松山路166號,19,1
1124,500112063,YouBike2.0_松山路292巷口,17,5,信義區,2023-05-27 15:40:22,松山路279號,11,1
1128,500112067,YouBike2.0_松德虎林街口,25,0,信義區,2023-05-27 15:44:04,松德路79號前,23,1
1131,500112070,YouBike2.0_捷運永春站(2號出口),28,3,信義區,2023-05-27 15:46:15,虎林街132巷44號西側,25,1
